id,Statement,Label
40,"Jharkhand: JMM leader Shankar Rawani, wife found murdered at residence in Dhanbad  ",TRUE
41,BJP releases list of candidates for by-elections in 5 states,TRUE
42,'No God says to celebrate a festival ostentatiously' : Harsh Vardhan warns against large congregations amidst pandemic,TRUE
43,Congress woman leader beaten up by party workers for questioning decision to field 'rapist',TRUE
44,SWAMITVA scheme: PM Modi launches physical distribution of property cards; 6 things to know,TRUE
45,CBI registers FIR against accused in Hathras gang-rape case; takes over investigation,TRUE
46,'Police must adhere to norms': Centre issues fresh advisory to States on women safety amid Hathras outrage,TRUE
47,"In an attempt to check rising price of pulses, Centre to offer ÔuradÕ, ÔturÕ at subsidised rates  ",TRUE
48,SVAMITVA scheme: PM Modi to launch physical distribution of property cards on Oct 11,TRUE
49,Assam: Kamakhya temple to open for devotees from today,TRUE
50,"Hathras gang-rape case transferred to CBI, FIR to be filed soon ",TRUE
51,Assam to close-down all state-run madrassas from November: Himanta Biswa Sarma,TRUE
52,"Unlock 5.0: Schools in Uttar Pradesh to reopen from October 19, read rules and regulations here",TRUE
53,Bihar Assembly Election 2020: Congress releases list of 30-star campaigners ,TRUE
54,Last rites of Ram Vilas Paswan performed in Patna with full state honours,TRUE
55,"DU Admission 2020: Delhi University releases first cut-off list, check @du.ac.in",TRUE
56,"Renewal of International driving licence to become easier, Centre mulls changes in Motor Vehicles rules 1989",TRUE
57,Nitish Kumar humiliated my father: Chirag Paswan in open letter to JP Nadda,TRUE
58,"Book, cancel train tickets 5 minutes before departure; new rule comes into effect October 10",TRUE
59,EC issues revised guidelines for upcoming polls; limits number of star campaigners,TRUE
60,Goa becomes first 'Har Ghar Jal' state by providing tap water connections in rural areas,TRUE
61,Last rites of Ram Vilas Paswan to take place in Patna today with full state honours,TRUE
62,"Odisha: By-polls for Balasore, Tirtol constituencies to be held on Nov 3; results on Nov 10",TRUE
63,"DNA Special: How adulterated vegetables are affecting our health, well-being",TRUE
64,Woman dies in freak accident in Hyderabad after hair gets stuck in go-kart wheel,TRUE
65,"Rajasthan: BJP slams state govt for priest's brutal killing, Karauli-Dholpur MP Manoj Rajoria to meet kin tomorrow",TRUE
66,More trouble for Arnab Goswami as Mumbai Crime Branch summons top Republic TV official,TRUE
67,"Shiv Sena leader Sanjay Raut lauds Mumbai Police's 'courageous step' of busting Rs 30,000 crore TRP scam",TRUE
68,"West Bengal: Man arrested with firearm in BJP rally, controversy erupts over his turban being pulled out",TRUE
69,"Rajasthan temple priest set on fire in Karauli over land dispute, accused arrested",TRUE
70,Kerala: Padmanabhaswamy Temple closed for darshan till Oct 15 after 10 priests test COVID-19 positive,TRUE
71,PM Modi to launch physical distribution of property cards under SVAMITVA Scheme on October 11,TRUE
72,"Piyush Goyal gets additional charge of Ministry of Consumer Affairs, Food and Public Distribution",TRUE
73,"President, PM Modi, others pay last respects to former minister Ram Vilas Paswan",TRUE
74,"India reports 70,496 new cases, 964 deaths; tally breaches 69 lakh-mark",TRUE
75,"To curb air pollution, action plan to be implemented from October 15 in Delhi-NCR",TRUE
76,"COVID-19 cases in Delhi may surge to 15,000 per day in winters: Report",TRUE
77,DNA Special: TRP racket is big bad blot on journalism,TRUE
78,National flag to fly at half mast on Friday as mark of respect to Ram Vilas Paswan,TRUE
79,Union Minister Ram Vilas Paswan dies days after heart surgery,TRUE
80,"Reforms in education, labour, agriculture impact almost every Indian: PM Modi",TRUE
81,"Nabanno Chalo: BJP slams Bengal police for using 'chemical-filled' water cannons, Mamata govt refutes charges",TRUE
82,"Bengal BJP workers clash with police during 'Nabanna Chalo' protest march, crowd dispersed with lathi-charge",TRUE
83,"Mumbai Police exposes racket to manipulate TRPs, two arrested; Republic TV on its radar",TRUE
84,"New Delhi-Lucknow Tejas Express to operate from October 17: Know train journey guidelines, book your ticket on IRCTC ",TRUE
85,Hathras victim deserves justice not slander: Priyanka Gandhi,TRUE
86,Indian Air Force Day 2020: Virat Kohli pays tribute to nationÕs heroes,TRUE
87,IAF displays prowess on 88th Air Force Day; COAS says ready to safeguard India in all circumstances,TRUE
88,"Noida's Jewar International Airport will open floodgates of development in western Uttar Pradesh, here's how",TRUE
89,Revised Unlock 5.0 guidelines: Home ministry issues fresh SOPs for political gatherings in election states,TRUE
90,"India takes strong punch at Pakistan, calls for strong action against terrorism supporters",TRUE
91,"Amid COVID-19 crisis, Maharashtra becomes first state to regulate prices of masks",TRUE
92,US Election 2020: Kamala-Pence debate opens with clash over Trump administration's COVID-19 response,TRUE
93,DNA Special: Detailed analysis of Rahul Gandhi's claim of throwing Chinese Army out in 15 minutes,TRUE
94,"Mother, baby die during quack-assisted delivery in Noida, bodies dumped",TRUE
95,Taiwan tells China to 'get lost' after Chinese mission asks Indian media to follow 'one China' policy  ,TRUE
96,All you need to know about high-security registration plate and colour-coded stickers,TRUE
97,"Former CBI director Ashwani Kumar found hanging in Shimla home, say cops",TRUE
98,Zee News Editor-in-Chief Sudhir Chaudhary gets call from Pakistan again,TRUE
99,"Atal tunnel: After 3 accidents in 72 hours, new rules come into effect",TRUE
100,"Railway Ministry's private player train project receives 120 applications for 12 clusters, check full details",TRUE
101,India believes indigenous defence capabilities are foundations to peace: Rajnath Singh,TRUE
102,Navratri 2020: UP CM Yogi Adityanath takes this big decision for women safety,TRUE
103,"Income Tax raids in Patna, Sasaram and Varanasi; Rs 1.25 crore seized ",TRUE
104,BRO builds India's longest steel bridge on Manali-Leh highway,TRUE
105,"Cabinet approves to complete Kolkata East-West Metro Corridor Project by 2021 for Rs 8,575 crores",TRUE
106,"Amid border tensions with China, Indian defence forces considering 'Made in India' carbine",TRUE
107,"RBSE class 10 supplementary exams: Results declared, check @rajeduboard.rajasthan.gov.in.",TRUE
108,Centre decides to launch COVID-19 awareness campaign from today,TRUE
109,Bihar Assembly Election 2020: Know caste calculus of ticket distribution by BJP-RJD-Congress ,TRUE
110,"Work on Jewar International Airport to start soon, key pact signed",TRUE
111,PM Modi wishes Russian President Vladimir Putin on 68th birthday,TRUE
112,"India, Japan finalise cybersecurity agreement on 5G, AI cooperation",TRUE
113,"Unlock 5.0 school reopening guidelines explained: Know when, how schools will open",TRUE
114,Kashmir: Security forces eliminate four terrorists in 16 hours,TRUE
115,Rajasthan: Minor girl gang-raped in Barmer; case registered,TRUE
116,Milestone: PM Modi enters 20th year in public office without break,TRUE
117,AIADMK announces E Palaniswami as CM candidate for 2021 TN polls; gets 11-member steering committee,TRUE
118,Bihar Assembly Election 2020: List of Congress candidates likely to be fielded for 20 seats,TRUE
119,"Bombay HC grants bail to Rhea Chakraborty, rejects brother Showik's plea",TRUE
120,"Amid COVID-19, 85.17% voter turnout recorded in third phase of Rajasthan Panchayat elections",TRUE
121,"Hathras case: On Yogi's orders, SIT gets 10-day extension to submit report",TRUE
122,"Jobs for women in AP: 5,905 Anganwadi posts to be filled soon",TRUE
123,"Data: Between 2000 & 2020, Asian American voters grew by 139%, more than any other group",TRUE
124,Data: The analysis of Electoral Bonds sold in January 2020,TRUE
125,Polls to 55 Rajya Sabha Seats: NDA may lose 4 to 5 seats while UPA may gain 3 seats,TRUE
126,Political donations through Electoral Bonds are 10 times the contributions received by Electoral Trusts,TRUE
127,"Income of National Parties soars in 2018-19, thanks to Electoral Bonds",TRUE
128,"6 years on, NOTA vote share declines. Reserved seats still poll a higher NOTA share",TRUE
129,Decline in NOTA share continues in Jharkhand Assembly Elections of 2019,TRUE
130,Only Half the State parties submitted their audit & contribution reports till date,TRUE
131,Both the BJP & Congress submit details of Electoral Bond donors after the Supreme CourtÕs due date?,TRUE
132,"Amidst the debate around ÔOne Nation, One ElectionÕ, here is a look at other Electoral Reform proposals?",TRUE
133,"Till date, Electoral bonds worth ? 4715 Crores encashed in New Delhi alone",TRUE
134,[Infographic] The Story of Electoral Bonds,TRUE
135,"Even in 2019, greater vote share for NOTA in ÔReserved ConstituenciesÕ",TRUE
136,2019 Lok Sabha Elections: NOTA Vote share highest in Bihar,TRUE
137,[Video] Here is how the Counting of Votes takes place,TRUE
138,? 3622 Crores is the amount of Electoral Bonds purchased in March & April 2019?,TRUE
139,Data doesnÕt indicate any correlation between use of EVMs & Anti-Incumbency,TRUE
140,Why is there no readjustment of Lok Sabha seats after every Census?,TRUE
141,How is Security Deployment Plan for Elections made?,TRUE
142,Tracking BJPÕs 2014 Manifesto Promises: Health Services -1,TRUE
143,Clearing the air on Tendered Votes & other special cases,TRUE
144,When 480 candidates contested from Nalgonda,TRUE
145,Less than 1% NRIs registered as Voters. More than 90% of the registered from Kerala,TRUE
146,2014 Vs 2019: Andhra Pradesh is the only state where the number of Voters has decreased,TRUE
147,More than 50% of the Income of National Parties in 2017-18 from ÔUnknown SourcesÕ,TRUE
148,The Diminishing role of ÔIndependent CandidatesÕ in Lok Sabha elections,TRUE
149,What is the expenditure incurred for conducting ÔLok SabhaÕ Elections?,TRUE
150,The Curious case of NOTA vote in Reserved Constituencies,TRUE
151,Data suggests that support for NOTA is decreasing,TRUE
152,"Number of Political parties increased twofold in the last 10 years, crosses the 2000 mark",TRUE
153,How many times did a Political Party secure more than 50% of the polled vote?,TRUE
154,[Explainer Video] What is the Model Code of Conduct enforced during Elections?,TRUE
155,[Video] When do Political Parties get recognized as ÔStateÕ or ÔNationalÕ Party?,TRUE
156,"What do alphabets ÔEÕ, ÔSÕ, ÔQÕ, ÔRÕ, ÔMÕ on the Electoral Roll indicate?",TRUE
157,Who stands to benefit from Simultaneous Elections?,TRUE
158,Why are Electoral Bonds not available in some cities? Because SBI is yet to update the software,TRUE
159,Are Voters preferring NOTA? Ð Part 1,TRUE
160,A detailed review of newly launched ÔRTI OnlineÕ portal of Election Commission of India,TRUE
161,Source of Income in Election affidavit Ð What did some of the prominent candidates in Karnataka mention?,TRUE
162,Fact Check: Amit Shah is wrong. BJP lost only 6 seats with a margin less than NOTA,TRUE
163,The NOTA story of 2018 Karnataka elections,TRUE
164,Making sense of the Rajya Sabha results (March 2018),TRUE
165,[Explainer Video] Electoral Bonds & their Impact,TRUE
166,The NOTA Story of Gujarat 2017,TRUE
167,"Amidst the tussle between Govt & EC, the Citizen suffers",TRUE
168,Scuttling Transparency? ÊElection Commission does not respond to 2000 ÔRTI OnlineÕ applications,TRUE
169,How to become an Indian Voter?,TRUE
170,The Math of Rajya Sabha elections,TRUE
171,Why did the EC reject the votes of Gujarat Congress MLAs?,TRUE
172,"After 20 different elections, Congress party now opposes NOTA in RS elections",TRUE
173,What is the highest ever vote share of the Winner in the Presidential Election?,TRUE
174,A DummyÕs Guide to the Vice-PresidentÕs Election,TRUE
175,A DummyÕs Guide to the President of IndiaÕs election,TRUE
176,What is the lowest ever voting percentage in an election in Jammu & Kashmir?,TRUE
177,Are you an Overseas Indian willing to Vote in Indian Elections? Here is something for you,TRUE
178,A quarter of the seats in Tamil Nadu were won with a margin of less than 3%,TRUE
179,Who is in power 2011 Ð 2016?,TRUE
180,Did NOTA make an impact in the five states?,TRUE
181,These 69 seats may well decide the fate of Tamil Nadu elections,TRUE
182,The curious case of Sambhaji Lakshman Patil Ð How the law is helping him hold two positions (that of a MLA & a Councilor),TRUE
183,Here is how the members of the Legislative Council (Vidhan Parishad) in states are elected,TRUE
184,NOTA count more than the Margin of Victory in 21 constituencies of Bihar,TRUE
185,Statistical Highlights of the Bihar 2015 Assembly Elections Ð Part 1,TRUE
186,The Election Commission Suspends Voter ID Ð Aadhaar Seeding following the Supreme Court Order,TRUE
187,Linking your Voter ID with Aadhaar is not mandatory & your name will not be deleted from the Voter List,TRUE
188,The Financial Reporting of our Political Parties is as good as Nothing,TRUE
189,Number of Political Parties in India growing Faster than the Economy,TRUE
190,AAPÕs Thumping Victory in Numbers Ð Analysis of Delhi Assembly Elections 2015 Results,TRUE
191,"Protests Against Farm Laws: Day after he asked farmers to burn PM‰Ûªs effigy, Chaduni booked for ‰Û÷promoting enmity‰Ûª",TRUE
192,Himachal to resume interstate bus service from today,TRUE
193,Railways to operate 392 festival special trains from October 20 to November 30,TRUE
194,"As soyabean price inches closer to MSP, farmers follow ‰Û÷wait & watch‰Ûª policy to offload their product",TRUE
195,"Show cause notices for closure issued to Flipkart, Patanjali over PWM Rules, CPCB tells NGT",TRUE
196,"Three Dalit sisters, all minors, attacked with acid in Uttar Pradesh",TRUE
197,Aarogya Setu app helped identify Covid-19 clusters: WHO,TRUE
198,Congress leader files counter-complaint against woman party worker over Deoria meeting ruckus,TRUE
199,Rajya Sabha polls to fill 11 vacancies on November 9,TRUE
200,Disturbed Areas Act amendment in Gujarat gets Presidential assent: Pradeepsinh Jadeja,TRUE
201,"14 Days after giving birth, Ghaziabad‰Ûªs officer for Covid returns to office, with newborn in tow",TRUE
202,J&K cops: Three school teachers held under PSA,TRUE
203,Gujarat: BJP candidate Jitu Chaudhary files nomination,TRUE
204,"Hathras case: UP govt being ‰Û÷unethical‰Ûª, not doing its job, say Congress leaders Rahul, Priyanka Gandhi",TRUE
205,"Bollywood producers move court, name two news channels making ‰Û÷irresponsible, defamatory remarks‰Ûª",TRUE
206,Hathras victim‰Ûªs family appear before HC; next hearing on November 2,TRUE
207,Jammu: 3-time Congress MLA Mohammad Sharief Niaz passes away,TRUE
208,PM Modi to address people of Bengal on Durga Puja: Kailash Vijayvargiya,TRUE
209,"After AIADMK, DMK blows Tamil Nadu poll bugle, announces manifesto panel",TRUE
210,"Arrested on way to Hathras: Driver among 4 booked for sedition, family says he did not know the others",TRUE
211,"Property cards launched; will end disputes, says PM Modi",TRUE
212,Five Congress turncoats in BJP‰Ûªs list for Assembly bypolls in Gujarat,TRUE
213,Active Covid cases over 30K in Bengal as recovery rate takes a hit,TRUE
214,Coronavirus India Highlights: Himachal Pradesh CM Jairam Thakur tests positive,TRUE
215,"Odisha: Day after birthday bash, BJP MP‰Ûªs office sealed",TRUE
216,"AIIB, World Bank-funded project to invest $1.5 bn in India‰Ûªs Covid fight",TRUE
217,"Delhi: Dalit rights body stages protest, demands strict action against Hathras accused",TRUE
218,Muslims most happy in India: Bhagwat,TRUE
219,Tenders invited to construct ropeway to connect banks of Narmada river at Kevadia,TRUE
220,"Finally, 32 mills get Maharashtra govt guarantee, but owners say measure may have come too late",TRUE
221,Social activists write to CM against efforts to lift prohibition in Gadchiroli,TRUE
222,Phoolka posts on Paswan‰Ûªs efforts to give refuge to Sikh man during 1984 riots,TRUE
223,"Paswan‰Ûªs body flown to Patna, cremation today",TRUE
224,Cabinet says Paswan ‰Û÷voice of the oppressed‰Ûª,TRUE
225,"20 years later, four UP cops among 6 booked for ‰Û÷framing‰Ûª man in drug case",TRUE
226,"Banda: Man kills wife, carries her head to police station",TRUE
227,BJP leader shot dead in UP‰Ûªs Azamgarh,TRUE
228,Yoga enthusiast from US raped in Rishikesh,TRUE
229,"Coronavirus HIGHLIGHTS: With 59,88,822 recoveries, India‰Ûªs recovery rate rises to 85.81%",TRUE
230,"Vadodara: Man booked for rape after talk on ‰Û÷good touch, bad touch‰Ûª leads police to him",TRUE
231,Gujarat on alert for vessel with toxic material ‰Û÷heading to Alang‰Ûª,TRUE
232,Ezhava community group slams Kerala govt over V-C appointment,TRUE
233,"Maharashtra has adequate Remdesivir stock, shortage as patients want cheapest drug, say FDA officials",TRUE
234,HAL assistant supervisor held for ‰Û÷sharing‰Ûª fighter aircraft details with ISI,TRUE
235,"Himachal: Born in captivity, six Western tragopans released into the wild",TRUE
236,"NHRC issues advisory on protection of women‰Ûªs rights, lists sex workers under ‰Û÷women at work‰Ûª section",TRUE
237,Gujarat: Covid cases per day drop,TRUE
238,Govt to modify salary structure of contractual workers under NHM,TRUE
239,"Covid-19 vaccine candidates: Dr Reddy‰Ûªs, Bharat Biotech, Bio E told to revise proposals for human trials",TRUE
240,Two Kerala MPs write to PM Modi over journalist booked under UAPA,TRUE
241,RLD holds mahapanchayat in Muzaffarnagar,TRUE
242,"Unable to cope with wife‰Ûªs death, man kills 3 minor children, hangs himself",TRUE
243,Agriculture dept urges soyabean farmers to reuse produce as seeds for next season,TRUE
244,‰Û÷Miss you Papa‰Ûª: Chirag shares childhood pic with Ram Vilas Paswan as he announces father‰Ûªs demise,TRUE
245,There is a free media in India: MEA on Chinese embassy‰Ûªs Taiwan guidelines to journalists,TRUE
246,"‰Û÷A firebrand socialist, voice of oppressed‰Ûª: Leaders pay tribute to Ram Vilas Paswan",TRUE
247,Chhattisgarh Police exhume girl‰Ûªs body months after her ‰Û÷gangrape‰Ûª,TRUE
248,India: UNSC should not be misused with ‰Û÷retaliatory intent‰Ûª to name innocent civilians as terrorists,TRUE
249,"At rail roko in Amritsar, farmers rue Wagah trade falling off govt policy charts",TRUE
250,"Centre appoints chief commissioner for gurdwara polls, sets ball rolling",TRUE
251,"Yogendra Yadav: ‰Û÷Punjab took Badals‰Ûª wicket, Haryana‰Ûªs turn to bowl Chautalas out‰Ûª",TRUE
252,Ex-CBI chief Ashwani Kumar found dead in Shimla home,TRUE
253,"As stubble-burning season begins, sharp spike in farm fires",TRUE
254,"5 yrs after IAS officer‰Ûªs death, Cong springs a surprise, fields wife in Karnataka bypoll",TRUE
255,Bihar elections: RJD first list names 42 candidates,TRUE
256,Election Commission reduces number of star campaigners for Bihar polls,TRUE
257,Haryana to set up ‰Û÷Mining Minister Flying Squad‰Ûª,TRUE
258,Shaheen Bagh protest ‰ÛÓ SC order cites mediator report: Many influencers,TRUE
259,Kerala gold smuggling case ‰ÛÓ Accused appointed with knowledge of CM: ED chargesheet,TRUE
260,"In search of a better life, sex workers in Amalner hone their entrepreneurial skills",TRUE
261,Increasing use of nitrogen fertilisers in global food production jeopardising climate goals: Study,TRUE
262,"Sirsa emerges epicentre of farmers‰Ûª protest in Haryana, stand-off between police, protesters continues",TRUE
263,Inter-state bus service may resume soon: Lockdown eats up 82% of expected revenue of HP Road Transport Corp,TRUE
264,"Indian mom survives Covid-19, delivers baby in UAE",TRUE
265,Punjab School education department announces dates for Talent search Examination,TRUE
266,"Rhea Chakraborty gets bail in drugs case, released from Byculla jail after nearly a month",TRUE
267,Farmers to consider Capt Amarinder Singh‰Ûªs appeal for easing ‰Û÷rail roko‰Ûª,TRUE
268,"In Haryana, Rahul says UPA will scrap farm laws, throw China out if voted back",TRUE
269,"UP: Mother, baby die during quack-assisted delivery, bodies dumped outside clinic",TRUE
270,Edappadi Palaniswami is AIADMK‰Ûªs Chief Ministerial candidate for 2021 election,TRUE
271,Telangana agrees to withdraw case filed in SC related to sharing of Krishna & Godavari water,TRUE
272,"Ex-MoS Dilip Ray, others convicted in coal blocks allocation scam",TRUE
273,Probe ordered after MLAs who tested positive attend funeral,TRUE
274,"Covid management protocol on ayurveda, yoga out",TRUE
275,CM Pinarayi Vijayan says Kerala figures better than national average on many counts,TRUE
276,Mamata Banerjee announces jobs for Maoist victims‰Ûª families in Jangalmahal,TRUE
277,Jaishankar at Quad meet: India committed to respecting territorial integrity,TRUE
278,"Punjab minister Balbir Sidhu tests Covid positive, had shared stage with Rahul Gandhi",TRUE
279,"Give me free press, other institutions and this govt won‰Ûªt last long: Rahul Gandhi",TRUE
280,‰Û÷Extraordinary and shocking‰Ûª: SC seeks UP response on witness protection in Hathras case,TRUE
281,World watching‰Û? be extra careful: CEC to Bihar poll observers,TRUE
282,"Rahul rally won‰Ûªt be stopped, but large crowds won‰Ûªt be tolerated: Manohar Lal Khattar",TRUE
283,SC issues notice on plea by MP over Basmati GI tag,TRUE
284,Over 20 lakh street vendors line up for PM loan scheme ‰ÛÓ despite red tape,TRUE
285,"Hathras case: Investigation on, not proper on my part to comment, says Irani",TRUE
286,"BJP MP‰Ûªs aide shot: Victim‰Ûªs father points finger at ruling TMC, demands CBI investigation",TRUE
287,"Man donates plasma six times, highest in Haryana",TRUE
288,"Ahead of festive season, govt plans awareness campaign to contain Covid",TRUE
289,"Rahul Gandhi man of ‰Û÷foreign mentality‰Ûª, should learn nationalism from nationalists: BJP MLA",TRUE
290,"In fresh FIR, Hathras police claims ‰Û÷international plot‰Ûª to defame Yogi govt",TRUE
291,Kerala Lottery Today Results announced: First prize is worth Rs 75 lakh!,TRUE
292,Karnataka to develop new cybersecurity policy to strengthen digitisation,TRUE
293,In no scenario can China get the better of us: IAF chief Bhadauria,TRUE
294,"Seeking justice for Hathras victim: Over 5,000 safai karamcharis on strike in Agra",TRUE
295,"2019 Unnao gangrape-murder ‰ÛÓ Victim‰Ûªs nephew missing: Police file abduction case, three cops suspended",TRUE
296,Sengar seat bypoll: Congress raises pitch over Hathras,TRUE
297,‰Û÷Will seek nod for fast track court‰Ûª: Officials meet Balrampur victim‰Ûªs family,TRUE
298,Only 41 districts in country with severe or extreme dry conditions: Report by IMD,TRUE
299,"Hathras case: Bhim Army chief, SP, RLD meet victim‰Ûªs family; accused defended at BJP leader‰Ûªs house meet",TRUE
300,"Punjab Police busts Khalistan Zindabad Force terror module, arrests 2",TRUE
301,Mukesh Sahni-led VIP to contest all 243 seats in Bihar,TRUE
302,‰Û÷Reprehensible‰Ûª: Editors Guild on UP govt preventing media from visiting Hathras village,TRUE
303,"With spike in Covid cases, Kerala issues prohibitory orders",TRUE
304,"Day after testing Covid-negative, Jharkhand minister dies of cardiac arrest",TRUE
305,UP‰Ûªs new information dept chief was crisis manager to two former CMs,TRUE
306,VHP meet in November to discuss campaign for Ram temple donations,TRUE
307,"For Rahul‰Ûªs tractor rallies, Punjab cites farmers‰Ûª stir to bypass Unlock 5.0 norm",TRUE
308,"Bihar elections 2020: Chirag Paswan hails Modi, seeks support for ‰Û÷Bihar first‰Ûª agenda",TRUE
309,"Veteran activist, scholar Pushpa Bhave passes away",TRUE
310,Discriminatory: RJD‰Ûªs Manoj Jha moves SC over new farm laws,TRUE
311,Oppn also thought of improving farm laws but lacked courage: PM Modi,TRUE
312,Maharashtra govt issues guidelines for restaurants which are set to reopen,TRUE
313,‰Û÷Himachal ka chhokra‰Ûª: PM‰Ûªs affectionate reference to Anurag Thakur,TRUE
314,"Bihar polls: Tejashwi announces Grand Alliance‰Ûªs seat-sharing deal, Congress to contest from 70 seats",TRUE
315,Previous govts lacked courage to effect farm reforms due to poll-focussed mindset: PM Modi,TRUE
316,Meerut: 8-yr-old raped by teen neighbour,TRUE
317,Mango Special to Banana Special: Kisan Rail gets on track,TRUE
318,"Bhadohi police rules out rape, say 11-year-old Dalit girl was strangled",TRUE
319,"In NCB shadow, Karan Johar says inspired by PM Modi for I-Day project",TRUE
320,"Hathras rape case: Under fire, UP Govt suspends SP, orders narco test of accused, victim families",TRUE
321,Hathras rape case: FSL got victim‰Ûªs samples 11 days after crime,TRUE
322,"Maharashtra: From 7,000 domestic violence cases in a year before Covid, tally dips to 883 in last 6 months",TRUE
323,Gujarat: Groundnut production estimated to be higher this Kharif season,TRUE
324,"Former TRAI chairman R S Sharma: ‰Û÷Can‰Ûªt differentiate between digital, non-digital ‰Û? need converged regulator‰Ûª",TRUE
325,"Hathras gangrape: Those who think of harming women‰Ûªs self respect will be destroyed, says Yogi",TRUE
326,"Now, TMC MPs barred from entering Hathras, roughed up by UP police",TRUE
327,Farmers‰Ûª protests on path shown by Mahatma Gandhi will be successful: Sonia Gandhi,TRUE
328,NIA files chargesheet in murder of Chhattisgarh MLA Mandavi,TRUE
329,NCRB report: Sedition cases up in 2019 but conviction at all-time low,TRUE
330,Quad meet to focus on global order after Covid,TRUE
331,"Babri demolition verdict: Accused not named in depositions, top officials say could not hear speeches, cite noise and dust",TRUE
332,Balrampur victim had 10 injuries on body: postmortem report,TRUE
333,"Affront to right to life: SC junks Gujarat orders on wages, longer hours of work",TRUE
334,"Bihar elections: Chirag Paswan meets Amit Shah, NDA seat formula almost final",TRUE
335,Record high of 6 crore households availed of NREGA since April,TRUE
336,"Bihar elections: After loyalty ‰Û÷warning‰Ûª from Lalu Prasad, RJD not ready to give Congress more than 60 seats",TRUE
337,"Prashant Bhushan moves SC, seeks review of its Re 1 punishment",TRUE
338,"Haryana: To oppose farm laws, INLD to protest in 14 districts on October 6",TRUE
339,"Haryana says changes made in procurement process for ease of farmers, millers",TRUE
340,"As Covid-19 cases rise, Kerala bans gathering of more than 5 people",TRUE
341,Anti-Tank Guided Missile successfully test-fired again by DRDO,TRUE
342,"Senior UP cop claims Hathras woman was not raped, cites forensic report",TRUE
343,Congress Rajya Sabha MP Ahmed Patel tests positive for coronavirus,TRUE
344,"Minor girl gangraped by 3 men in Madhya Pradesh, hunt on for culprits",TRUE
345,Largest contact tracing study in India shows COVID-19 transmitted mainly by ‰Û÷superspreaders‰Ûª,TRUE
346,"Meticulously planned, Uma Bharti took onus: Justice Liberhan on Babri Masjid demolition",TRUE
347,Far from justice: Muslim law board asks CBI to appeal Babri demolition case order,TRUE
348,Kaprada seat: Prakash Patel throws his hat in the bypoll ring as independent,TRUE
