id,Statement,Label
291,Fact Check: Did a Gujarat BJP MLA beat up Dalit boy for buying new car?,Fake
292,Fact Check: This video of boy being thrashed has nothing to do with West Bengal,Fake
293,"Fact Check: No, these EVMs in Bihar were not meant for rigging polls",Fake
294,"Fact Check: No, this young Muslim girl is not pregnant",Fake
295,Fact Check: Don't trust this good news about Naveen Patnaik,Fake
296,"Fact Check: No, Jagan Mohan Reddy has not changed his religion",Fake
297,Fact Check: This is not the swansong of Lata Mangeshkar,Fake
298,Fact Check: Manish Sisodia's tweet on EVM incident in Jhansi is misleading,Fake
299,"Fact Check: No, Modi hasn't announced countywide prohibition order",Fake
300,Fact Check: Viral picture of Muslim man being heckled is not from India,Fake
301,"Fact Check: No, this crying candidate didnâ€™t get only five votes",Fake
302,Fact Check: Bhajan kirtans part of Ram Navami processions in Srinagar since 2007,Fake
303,Fact Check: Could Modi have used a digital camera and email in 1988?,Fake
304,Fact Check: Did Wayanad celebrate Rahul Gandhiâ€™s victory with Pakistani flags?,Fake
305,Fact Check: Shivraj Singh Chouhan falls for misleading video of Rahul Gandhi,Fake
306,Viral claim comparing nominations of Rahul Gandhi and Modi is misleading,Fake
307,Fact Check: Congress never promised that it will waive off bills of patients who die in hospitals,Fake
308,"Fact Check: No, Rahul Gandhi hasnâ€™t won Wayanad seat by highest votes",Fake
309,Fact Check: Did 6 lakh votes of Rahul Gandhi from Wayanad seat get deleted?,Fake
310,Fact Check: How actor Saurabh Shukla's picture was used on misleading post on Balakot,Fake
311,Fact Check: Is this Tej Bahadur Yadav having booze in the viral video?,Fake
312,Fact Check: This man in orange T-shirt has nothing to do with West Bengal violence,Fake
313,Fact Check: Beware! This viral image of Tricolour burning is not from India,Fake
314,Fact Check: Old protest images shared as photos of Bengal violence,Fake
315,Fact Check: Is it Kangana Ranaut vs Shabana Azmi once again? Not really!,Fake
316,These viral photos have nothing to do with Vidyasagar's statue vandalism,Fake
317,"Fact Check: No, India Today has not released any exit poll data",Fake
318,Fact Check: Photos of Japan anti-nuclear protest passed off as Zakir Musaâ€™s funeral,Fake
319,"Fact Check: No, cars are not melting in Saudi Arabia due to extreme temperature",Fake
320,"Fact Check: Sorry Mr Amitabh Bachchan, Nasa doesn't have a rain cloud generator",Fake
321,Fact Check: Truth behind viral pic of Big B lending hand to stretcher carrying body of servant,Fake
322,"Fact Check: No, this is not an ancient Bible that was found undersea",Fake
323,Fact Check: Old video of Bangladesh goes viral with false communal spin,Fake
324,Fact Check: Photoshopped image of Kapil Sibal and his wife inside slaughterhouse goes viral,Fake
325,Fact Check: Viral photo of atrocities on this woman is not related to love jihad,Fake
326,Fact Check: Are Londoners dancing to Bhojpuri number 'Lollypop Lagelu' during World Cup?,Fake
327,Fact Check: Simulation of underwater volcanic explosion passed off as Mount Sinabung eruption,Fake
328,Fact Check: Truth behind the viral video of Hindu girl set ablaze in Madhya Pradesh,Fake
329,Fact Check: This 50-yr-old bridge in Gujarat that collapsed was not inaugurated by PM Modi,Fake
330,"â€œLike father, like sonâ€: Netizens slam Kailash Vijayvargiya over old photo, but truth is something else",Fake
331,"Fact Check: No, this is not a photo of Cyclone Vayu",Fake
332,Fact Check: Old video of Farooq Abdullah shouting 'Bharat Mata Ki Jai' goes viral with wrong claim,Fake
333,Fact Check: Did this man kill his friend for PUBG?,Fake
334,Fact Check: Assault video from Lucknow goes viral with misleading communal narrative,Fake
335,Fact Check: Was this man given death penalty for becoming Robin Hood?,Fake
336,"Fact Check: No, this BJP MLA's sister hasn't converted to Islam",Fake
337,Fact Check: Viral message claiming Kiran Bedi as new Governor of J&K is false,Fake
338,Fact Check: An old meme resurfaces with a new twist on India-Pak match,Fake
339,"Fact Check: Doctor attacked in Kolkataâ€™s NRS hospital is doing fine, his death is a hoax",Fake
340,"Fact Check: No, these school children are not touching the feet of an Indian soldier",Fake
341,Fact Check: To eat or not to eat lychee,Fake
342,Fact Check: Viral post warning Mumbai residents of robbers is a hoax,Fake
343,Fact Check: Truth behind the news of 250 passengers' murders by a Muslim taxi driver,Fake
344,Fact Check: Pakistan cricket fans use two-day old video to bash up team after loss to India,Fake
345,Fact Check: Viral claim of elderly Brahmin man being stripped and humiliated is wrong,Fake
346,Fact Check: Truth behind US woman giving birth to 17 identical boys in single pregnancy,Fake
347,Fact Check: What is the truth behind this viral message of horrible rape case in Delhi?,Fake
348,Fact Check: Pak PM's aide made a gaffe by claiming the picture of Sachin Tendulkar as of Imran Khan,Fake
349,"Fact Check: No, banks are not going to have five-day week",Fake
350,Fact Check: Gory video of man with severed head goes viral on social media with wrong claim,Fake
351,"Fact Check: No, Army dogs did not maul a stone pelter in Kashmir",Fake
352,"Fact Check: Netizens slam author Tarek Fatah for calling Inzamam â€˜13th Man, a Mullahâ€™ on Twitter",Fake
353,Fact Check: 1-year-old dance video of Lalu's sons goes viral with misleading claim,Fake
354,"Fact Check: No, these students were not arrested in Kolkata on their way to terror training",Fake
355,"Fact Check: No, these are not RJD MLAs dancing with a woman in an objectionable manner",Fake
356,Fact Check: Indian Navy tweets old photo of personnel doing yoga,Fake
357,Fact Check: This daring robbery didnâ€™t happen in India,Fake
358,Fact Check: The emotional story behind this photo is fake,Fake
359,Fact Check: Viral image of man saving calf on his shoulder is not from Assam,Fake
360,Fact Check: Viral photo of the flood is not from Bihar but Australia,Fake
361,"Fact Check: No, this video of fishermen drowning is not from Mumbai",Fake
362,Fact Check: Picture of handcuffed woman in burqa goes viral with wrong claim,Fake
363,Fact Check: Puneâ€™s â€˜golden boyâ€™ passed off as MK Stalinâ€™s grandson on Facebook,Fake
364,"Fact Check: No, police in Gujarat did not seize weapons from a mosque",Fake
365,Fact Check: Viral claim of MP police busting a child kidnapping ring is not true,Fake
366,"Fact Check: No, this disturbing video of a youth being thrashed is not from any Kendriya Vidyalaya",Fake
367,Fact Check: This old Muslim man being thrashed by police is not from India,Fake
368,Fact Check: Old tampered video of Muharram goes viral with anti-RSS slogan,Fake
369,Fact Check: Did Dhoni confirm he will play T20 World Cup in 2020?,Fake
